DATE_TIME,AC_POWER,IRRADIATION,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,hour,normalized_1kw_yield
2020-05-15 00:00:00,0.0,0.0,25.012696950000002,22.643083233333332,0,0.0
2020-05-15 01:00:00,0.0,0.0,24.66732843928571,22.41195959404762,1,0.0
2020-05-15 02:00:00,0.0,0.0,24.98683673333333,23.51207183333333,2,0.0
2020-05-15 03:00:00,0.0,0.0,24.954589040476186,24.126433492857146,3,0.0
2020-05-15 04:00:00,0.0,0.0,24.27666985,22.133105999999998,4,0.0
2020-05-15 05:00:00,0.0,0.000215680310333325,24.274983049999996,23.02011823452381,5,0.0
2020-05-15 06:00:00,52.602232144,0.04324318552999995,24.07395065,22.9739853,6,0.04126569759312046
2020-05-15 07:00:00,179.15,0.14756142282857138,24.889582025,28.806721364285714,7,0.14054060868690293
2020-05-15 08:00:00,386.35625,0.31628041066666657,26.160301766666667,36.58531696666666,8,0.3030909435946929
2020-05-15 09:00:00,475.3674107,0.4396227654285715,27.644041851190476,42.92346050833333,9,0.37291892408425886
2020-05-15 10:00:00,524.7267857,0.5150172215,28.90181376666667,48.36988061666666,10,0.41164064670164713
2020-05-15 11:00:00,695.85401785,0.5618510868928571,30.18125093809524,48.84254719285714,11,0.5458875089358973
2020-05-15 12:00:00,862.9982142250001,0.6783298891666667,31.837944483333334,50.50314281666666,12,0.6770097366614108
2020-05-15 13:00:00,673.5049107,0.5102064738571428,32.58073820119048,47.702169028571426,13,0.5283549545263533
2020-05-15 14:00:00,791.4812499999999,0.6594180685952381,33.917765453571434,51.74296217738095,14,0.6209057027031581
2020-05-15 15:00:00,574.745535725,0.43940194566666657,34.19202876666667,45.24501753333333,15,0.45087963958063976
2020-05-15 16:00:00,398.355803575,0.3230948608333333,34.18140343333333,41.259987966666664,16,0.312504421481389
2020-05-15 17:00:00,138.23809525000001,0.11656907559047618,33.02189040952381,34.64146269404762,17,0.10844580547113071
2020-05-15 18:00:00,8.25714285825,0.00838397645314285,29.18877659404762,28.038944299999997,18,0.006477610289216682
2020-05-15 19:00:00,0.0,5.6400666e-05,26.3398656,24.710708200000003,19,0.0
2020-05-15 20:00:00,0.0,0.0,22.60343674404762,20.428886111904763,20,0.0
2020-05-15 21:00:00,0.0,0.0,22.186489316666666,20.739117483333334,21,0.0
2020-05-15 22:00:00,0.0,0.0,22.13324119047619,20.882504382142855,22,0.0
2020-05-15 23:00:00,0.0,0.0,22.23601830769231,21.241316538461536,23,0.0
2020-05-16 02:00:00,0.0,0.0,21.594316733333333,19.80222738333333,2,0.0
2020-05-16 03:00:00,0.0,0.0,21.707953366666665,20.25878603333333,3,0.0
2020-05-16 04:00:00,0.0,0.0,21.92854975595238,20.762247840476192,4,0.0
2020-05-16 05:00:00,0.0,3.679236605e-05,21.9089015,20.61456405,5,0.0
2020-05-16 06:00:00,50.05580357175,0.039656076961309475,21.977285575,21.018062401190473,6,0.039268060855628215
